date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:00:31	4145/4145	---MCZ	200	added ('OK')	text/html	date:Mon,%2012%20Feb%202018%2008:31:37%20GMT	http://srv-gei.insa-toulouse.fr/PubliToolGEI/Enseignements/SFO/MIC-3/Documents/gitSFOMIC3/APPSFOPROF/index.html	D:/MyWebSites/TP_lilas/srv-gei.insa-toulouse.fr/PubliToolGEI/Enseignements/SFO/MIC-3/Documents/gitSFOMIC3/APPSFOPROF/index.html	(from )
16:00:32	141/141	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2031%20May%202018%2014:00:32%20GMT	http://srv-gei.insa-toulouse.fr/robots.txt		(from )
16:00:32	5400/5400	---M--	200	added ('OK')	text/css	date:Thu,%2016%20Nov%202017%2014:38:51%20GMT	http://srv-gei.insa-toulouse.fr/PubliToolGEI/BASE/CSS/Article.css	D:/MyWebSites/TP_lilas/srv-gei.insa-toulouse.fr/PubliToolGEI/BASE/CSS/Article.css	(from http://srv-gei.insa-toulouse.fr/PubliToolGEI/Enseignements/SFO/MIC-3/Documents/gitSFOMIC3/APPSFOPROF/index.html)
16:00:32	425/425	---M--	200	added ('OK')	text/javascript	date:Thu,%2016%20Nov%202017%2014:38:50%20GMT	http://srv-gei.insa-toulouse.fr/PubliToolGEI/BASE/JS/Article.js	D:/MyWebSites/TP_lilas/srv-gei.insa-toulouse.fr/PubliToolGEI/BASE/JS/Article.js	(from http://srv-gei.insa-toulouse.fr/PubliToolGEI/Enseignements/SFO/MIC-3/Documents/gitSFOMIC3/APPSFOPROF/index.html)
16:00:32	4779/4779	---M--	200	added ('OK')	image/png	date:Thu,%2031%20May%202018%2014:00:33%20GMT	http://srv-gei.insa-toulouse.fr/PubliToolGEI/Enseignements/SFO/MIC-3/Documents/gitSFOMIC3/APPSFOPROF/pucePRpetite.png?echelle=1.0	D:/MyWebSites/TP_lilas/srv-gei.insa-toulouse.fr/PubliToolGEI/Enseignements/SFO/MIC-3/Documents/gitSFOMIC3/APPSFOPROF/pucePRpetite9f8e.png	(from http://srv-gei.insa-toulouse.fr/PubliToolGEI/Enseignements/SFO/MIC-3/Documents/gitSFOMIC3/APPSFOPROF/index.html)
16:00:32	5667/5667	---MCZ	200	added ('OK')	text/html	date:Fri,%2015%20Dec%202017%2008:18:13%20GMT	http://srv-gei.insa-toulouse.fr/PubliToolGEI/Enseignements/SFO/MIC-3/Documents/gitSFOMIC3/APPSFOPROF/etape0/index.html	D:/MyWebSites/TP_lilas/srv-gei.insa-toulouse.fr/PubliToolGEI/Enseignements/SFO/MIC-3/Documents/gitSFOMIC3/APPSFOPROF/etape0/index.html	(from http://srv-gei.insa-toulouse.fr/PubliToolGEI/Enseignements/SFO/MIC-3/Documents/gitSFOMIC3/APPSFOPROF/index.html)
16:00:33	4553/4553	---MCZ	200	added ('OK')	text/html	date:Thu,%2012%20Apr%202018%2011:30:52%20GMT	http://srv-gei.insa-toulouse.fr/PubliToolGEI/Enseignements/SFO/MIC-3/Documents/gitSFOMIC3/APPSFOPROF/etape1/index.html	D:/MyWebSites/TP_lilas/srv-gei.insa-toulouse.fr/PubliToolGEI/Enseignements/SFO/MIC-3/Documents/gitSFOMIC3/APPSFOPROF/etape1/index.html	(from http://srv-gei.insa-toulouse.fr/PubliToolGEI/Enseignements/SFO/MIC-3/Documents/gitSFOMIC3/APPSFOPROF/index.html)
16:00:33	3613/3613	---MCZ	200	added ('OK')	text/html	date:Fri,%2013%20Apr%202018%2006:05:16%20GMT	http://srv-gei.insa-toulouse.fr/PubliToolGEI/Enseignements/SFO/MIC-3/Documents/gitSFOMIC3/APPSFOPROF/etape2/index.html	D:/MyWebSites/TP_lilas/srv-gei.insa-toulouse.fr/PubliToolGEI/Enseignements/SFO/MIC-3/Documents/gitSFOMIC3/APPSFOPROF/etape2/index.html	(from http://srv-gei.insa-toulouse.fr/PubliToolGEI/Enseignements/SFO/MIC-3/Documents/gitSFOMIC3/APPSFOPROF/index.html)
16:00:33	3707/3707	---MCZ	200	added ('OK')	text/html	date:Fri,%2015%20Dec%202017%2009:14:34%20GMT	http://srv-gei.insa-toulouse.fr/PubliToolGEI/Enseignements/SFO/MIC-3/Documents/gitSFOMIC3/APPSFOPROF/etape3/index.html	D:/MyWebSites/TP_lilas/srv-gei.insa-toulouse.fr/PubliToolGEI/Enseignements/SFO/MIC-3/Documents/gitSFOMIC3/APPSFOPROF/etape3/index.html	(from http://srv-gei.insa-toulouse.fr/PubliToolGEI/Enseignements/SFO/MIC-3/Documents/gitSFOMIC3/APPSFOPROF/index.html)
16:00:34	3584/3584	---MCZ	200	added ('OK')	text/html	date:Thu,%2031%20May%202018%2014:00:34%20GMT	http://srv-gei.insa-toulouse.fr/PubliToolGEI/Enseignements/SFO/MIC-3/Documents/gitSFOMIC3/APPSFOPROF/etape4/index.html	D:/MyWebSites/TP_lilas/srv-gei.insa-toulouse.fr/PubliToolGEI/Enseignements/SFO/MIC-3/Documents/gitSFOMIC3/APPSFOPROF/etape4/index.html	(from http://srv-gei.insa-toulouse.fr/PubliToolGEI/Enseignements/SFO/MIC-3/Documents/gitSFOMIC3/APPSFOPROF/index.html)
16:00:34	2097/2097	---MCZ	200	added ('OK')	text/html	date:Thu,%2031%20May%202018%2014:00:34%20GMT	http://srv-gei.insa-toulouse.fr/PubliToolGEI/Enseignements/SFO/MIC-3/Documents/gitSFOMIC3/APPSFOPROF/aide/index.html	D:/MyWebSites/TP_lilas/srv-gei.insa-toulouse.fr/PubliToolGEI/Enseignements/SFO/MIC-3/Documents/gitSFOMIC3/APPSFOPROF/aide/index.html	(from http://srv-gei.insa-toulouse.fr/PubliToolGEI/Enseignements/SFO/MIC-3/Documents/gitSFOMIC3/APPSFOPROF/index.html)
16:00:36	942/942	---M--	200	added ('OK')	text/javascript	date:Mon,%2002%20Oct%202017%2007:50:55%20GMT	http://srv-gei.insa-toulouse.fr/PubliToolGEI/BASE/JS/mozilePubliTool.js	D:/MyWebSites/TP_lilas/srv-gei.insa-toulouse.fr/PubliToolGEI/BASE/JS/mozilePubliTool.js	(from http://srv-gei.insa-toulouse.fr/PubliToolGEI/Enseignements/SFO/MIC-3/Documents/gitSFOMIC3/APPSFOPROF/etape0/index.html)
16:00:36	2012/2012	---M--	200	added ('OK')	image/png	date:Thu,%2031%20May%202018%2014:00:36%20GMT	http://srv-gei.insa-toulouse.fr/PubliToolGEI/Enseignements/SFO/MIC-3/Documents/gitSFOMIC3/APPSFOPROF/pucePRpetite.png?echelle=0.60	D:/MyWebSites/TP_lilas/srv-gei.insa-toulouse.fr/PubliToolGEI/Enseignements/SFO/MIC-3/Documents/gitSFOMIC3/APPSFOPROF/pucePRpetiteee0c.png	(from http://srv-gei.insa-toulouse.fr/PubliToolGEI/Enseignements/SFO/MIC-3/Documents/gitSFOMIC3/APPSFOPROF/etape0/index.html)
16:00:36	6536/6536	---MCZ	200	added ('OK')	text/html	date:Fri,%2013%20Apr%202018%2006:17:12%20GMT	http://srv-gei.insa-toulouse.fr/PubliToolGEI/Enseignements/SFO/MIC-3/Documents/gitSFOMIC3/APPSFOPROF/etape1/index.html?part=ID_PubliTool_N10038	D:/MyWebSites/TP_lilas/srv-gei.insa-toulouse.fr/PubliToolGEI/Enseignements/SFO/MIC-3/Documents/gitSFOMIC3/APPSFOPROF/etape1/index7081.html	(from http://srv-gei.insa-toulouse.fr/PubliToolGEI/Enseignements/SFO/MIC-3/Documents/gitSFOMIC3/APPSFOPROF/etape1/index.html)
16:00:37	7023/7023	---MCZ	200	added ('OK')	text/html	date:Fri,%2013%20Apr%202018%2006:04:50%20GMT	http://srv-gei.insa-toulouse.fr/PubliToolGEI/Enseignements/SFO/MIC-3/Documents/gitSFOMIC3/APPSFOPROF/etape1/index.html?part=ID_PubliTool_N1006C	D:/MyWebSites/TP_lilas/srv-gei.insa-toulouse.fr/PubliToolGEI/Enseignements/SFO/MIC-3/Documents/gitSFOMIC3/APPSFOPROF/etape1/index27d2.html	(from http://srv-gei.insa-toulouse.fr/PubliToolGEI/Enseignements/SFO/MIC-3/Documents/gitSFOMIC3/APPSFOPROF/etape1/index.html)
16:00:37	21486/21486	---M--	200	added ('OK')	text/javascript	date:Mon,%2002%20Oct%202017%2007:50:55%20GMT	http://srv-gei.insa-toulouse.fr/PubliToolGEI/BASE/JS/formulaire.js	D:/MyWebSites/TP_lilas/srv-gei.insa-toulouse.fr/PubliToolGEI/BASE/JS/formulaire.js	(from http://srv-gei.insa-toulouse.fr/PubliToolGEI/Enseignements/SFO/MIC-3/Documents/gitSFOMIC3/APPSFOPROF/etape0/index.html)
16:00:38	6738/6738	---MCZ	200	added ('OK')	text/html	date:Fri,%2013%20Apr%202018%2006:17:20%20GMT	http://srv-gei.insa-toulouse.fr/PubliToolGEI/Enseignements/SFO/MIC-3/Documents/gitSFOMIC3/APPSFOPROF/etape1/index.html?part=ID_PubliTool_N100C4	D:/MyWebSites/TP_lilas/srv-gei.insa-toulouse.fr/PubliToolGEI/Enseignements/SFO/MIC-3/Documents/gitSFOMIC3/APPSFOPROF/etape1/index7baf.html	(from http://srv-gei.insa-toulouse.fr/PubliToolGEI/Enseignements/SFO/MIC-3/Documents/gitSFOMIC3/APPSFOPROF/etape1/index.html)
16:00:38	9960/9960	---MCZ	200	added ('OK')	text/html	date:Fri,%2013%20Apr%202018%2006:14:38%20GMT	http://srv-gei.insa-toulouse.fr/PubliToolGEI/Enseignements/SFO/MIC-3/Documents/gitSFOMIC3/APPSFOPROF/etape1/index.html?part=ID_PubliTool_N10118	D:/MyWebSites/TP_lilas/srv-gei.insa-toulouse.fr/PubliToolGEI/Enseignements/SFO/MIC-3/Documents/gitSFOMIC3/APPSFOPROF/etape1/index7dc5.html	(from http://srv-gei.insa-toulouse.fr/PubliToolGEI/Enseignements/SFO/MIC-3/Documents/gitSFOMIC3/APPSFOPROF/etape1/index.html)
16:00:38	12960/12960	---MCZ	200	added ('OK')	text/html	date:Thu,%2012%20Apr%202018%2012:48:31%20GMT	http://srv-gei.insa-toulouse.fr/PubliToolGEI/Enseignements/SFO/MIC-3/Documents/gitSFOMIC3/APPSFOPROF/etape1/index.html?part=ID_PubliTool_N102E3	D:/MyWebSites/TP_lilas/srv-gei.insa-toulouse.fr/PubliToolGEI/Enseignements/SFO/MIC-3/Documents/gitSFOMIC3/APPSFOPROF/etape1/indexf185.html	(from http://srv-gei.insa-toulouse.fr/PubliToolGEI/Enseignements/SFO/MIC-3/Documents/gitSFOMIC3/APPSFOPROF/etape1/index.html)
16:00:38	26607/26607	---MCZ	200	added ('OK')	text/html	date:Thu,%2012%20Apr%202018%2012:45:14%20GMT	http://srv-gei.insa-toulouse.fr/PubliToolGEI/Enseignements/SFO/MIC-3/Documents/gitSFOMIC3/APPSFOPROF/etape1/index.html?part=ID_PubliTool_N10445	D:/MyWebSites/TP_lilas/srv-gei.insa-toulouse.fr/PubliToolGEI/Enseignements/SFO/MIC-3/Documents/gitSFOMIC3/APPSFOPROF/etape1/index5cd8.html	(from http://srv-gei.insa-toulouse.fr/PubliToolGEI/Enseignements/SFO/MIC-3/Documents/gitSFOMIC3/APPSFOPROF/etape1/index.html)
16:00:39	10987/10987	---MCZ	200	added ('OK')	text/html	date:Thu,%2012%20Apr%202018%2012:43:44%20GMT	http://srv-gei.insa-toulouse.fr/PubliToolGEI/Enseignements/SFO/MIC-3/Documents/gitSFOMIC3/APPSFOPROF/etape1/index.html?part=ID_PubliTool_N106A0	D:/MyWebSites/TP_lilas/srv-gei.insa-toulouse.fr/PubliToolGEI/Enseignements/SFO/MIC-3/Documents/gitSFOMIC3/APPSFOPROF/etape1/index9d66.html	(from http://srv-gei.insa-toulouse.fr/PubliToolGEI/Enseignements/SFO/MIC-3/Documents/gitSFOMIC3/APPSFOPROF/etape1/index.html)
16:00:39	9959/9959	---MCZ	200	added ('OK')	text/html	date:Thu,%2012%20Apr%202018%2012:43:17%20GMT	http://srv-gei.insa-toulouse.fr/PubliToolGEI/Enseignements/SFO/MIC-3/Documents/gitSFOMIC3/APPSFOPROF/etape1/index.html?part=ID_PubliTool_N10740	D:/MyWebSites/TP_lilas/srv-gei.insa-toulouse.fr/PubliToolGEI/Enseignements/SFO/MIC-3/Documents/gitSFOMIC3/APPSFOPROF/etape1/index674d.html	(from http://srv-gei.insa-toulouse.fr/PubliToolGEI/Enseignements/SFO/MIC-3/Documents/gitSFOMIC3/APPSFOPROF/etape1/index.html)
16:00:40	11544/11544	---MCZ	200	added ('OK')	text/html	date:Fri,%2013%20Apr%202018%2006:06:29%20GMT	http://srv-gei.insa-toulouse.fr/PubliToolGEI/Enseignements/SFO/MIC-3/Documents/gitSFOMIC3/APPSFOPROF/etape2/index.html?part=ID_PubliTool_N10035	D:/MyWebSites/TP_lilas/srv-gei.insa-toulouse.fr/PubliToolGEI/Enseignements/SFO/MIC-3/Documents/gitSFOMIC3/APPSFOPROF/etape2/index0246.html	(from http://srv-gei.insa-toulouse.fr/PubliToolGEI/Enseignements/SFO/MIC-3/Documents/gitSFOMIC3/APPSFOPROF/etape2/index.html)
16:00:40	3270/3270	---MCZ	200	added ('OK')	text/html	date:Fri,%2013%20Apr%202018%2006:13:47%20GMT	http://srv-gei.insa-toulouse.fr/PubliToolGEI/Enseignements/SFO/MIC-3/Documents/gitSFOMIC3/APPSFOPROF/etape2/index.html?part=ID_PubliTool_N100DA	D:/MyWebSites/TP_lilas/srv-gei.insa-toulouse.fr/PubliToolGEI/Enseignements/SFO/MIC-3/Documents/gitSFOMIC3/APPSFOPROF/etape2/index753d.html	(from http://srv-gei.insa-toulouse.fr/PubliToolGEI/Enseignements/SFO/MIC-3/Documents/gitSFOMIC3/APPSFOPROF/etape2/index.html)
16:00:40	4155/4155	---MCZ	200	added ('OK')	text/html	date:Fri,%2013%20Apr%202018%2006:43:48%20GMT	http://srv-gei.insa-toulouse.fr/PubliToolGEI/Enseignements/SFO/MIC-3/Documents/gitSFOMIC3/APPSFOPROF/etape2/index.html?part=ID_PubliTool_N100EE	D:/MyWebSites/TP_lilas/srv-gei.insa-toulouse.fr/PubliToolGEI/Enseignements/SFO/MIC-3/Documents/gitSFOMIC3/APPSFOPROF/etape2/indexc0c1.html	(from http://srv-gei.insa-toulouse.fr/PubliToolGEI/Enseignements/SFO/MIC-3/Documents/gitSFOMIC3/APPSFOPROF/etape2/index.html)
16:00:40	2997/2997	---MCZ	200	added ('OK')	text/html	date:Fri,%2002%20Feb%202018%2011:44:05%20GMT	http://srv-gei.insa-toulouse.fr/PubliToolGEI/Enseignements/SFO/MIC-3/Documents/gitSFOMIC3/APPSFOPROF/etape3/index.html?part=ID_PubliTool_N10026	D:/MyWebSites/TP_lilas/srv-gei.insa-toulouse.fr/PubliToolGEI/Enseignements/SFO/MIC-3/Documents/gitSFOMIC3/APPSFOPROF/etape3/indexf3f7.html	(from http://srv-gei.insa-toulouse.fr/PubliToolGEI/Enseignements/SFO/MIC-3/Documents/gitSFOMIC3/APPSFOPROF/etape3/index.html)
16:00:41	4479/4479	---MCZ	200	added ('OK')	text/html	date:Tue,%2030%20Jan%202018%2022:46:30%20GMT	http://srv-gei.insa-toulouse.fr/PubliToolGEI/Enseignements/SFO/MIC-3/Documents/gitSFOMIC3/APPSFOPROF/etape3/index.html?part=ID_PubliTool_N1002B	D:/MyWebSites/TP_lilas/srv-gei.insa-toulouse.fr/PubliToolGEI/Enseignements/SFO/MIC-3/Documents/gitSFOMIC3/APPSFOPROF/etape3/index9f76.html	(from http://srv-gei.insa-toulouse.fr/PubliToolGEI/Enseignements/SFO/MIC-3/Documents/gitSFOMIC3/APPSFOPROF/etape3/index.html)
16:00:41	4901/4901	---MCZ	200	added ('OK')	text/html	date:Tue,%2030%20Jan%202018%2022:46:31%20GMT	http://srv-gei.insa-toulouse.fr/PubliToolGEI/Enseignements/SFO/MIC-3/Documents/gitSFOMIC3/APPSFOPROF/etape3/index.html?part=ID_PubliTool_N100A4	D:/MyWebSites/TP_lilas/srv-gei.insa-toulouse.fr/PubliToolGEI/Enseignements/SFO/MIC-3/Documents/gitSFOMIC3/APPSFOPROF/etape3/index7bc4.html	(from http://srv-gei.insa-toulouse.fr/PubliToolGEI/Enseignements/SFO/MIC-3/Documents/gitSFOMIC3/APPSFOPROF/etape3/index.html)
16:00:42	3020/3020	---MCZ	200	added ('OK')	text/html	date:Tue,%2030%20Jan%202018%2022:46:31%20GMT	http://srv-gei.insa-toulouse.fr/PubliToolGEI/Enseignements/SFO/MIC-3/Documents/gitSFOMIC3/APPSFOPROF/etape3/index.html?part=ID_PubliTool_N100FC	D:/MyWebSites/TP_lilas/srv-gei.insa-toulouse.fr/PubliToolGEI/Enseignements/SFO/MIC-3/Documents/gitSFOMIC3/APPSFOPROF/etape3/indexf96a.html	(from http://srv-gei.insa-toulouse.fr/PubliToolGEI/Enseignements/SFO/MIC-3/Documents/gitSFOMIC3/APPSFOPROF/etape3/index.html)
16:00:42	5056/5056	---MCZ	200	added ('OK')	text/html	date:Fri,%2002%20Feb%202018%2011:44:05%20GMT	http://srv-gei.insa-toulouse.fr/PubliToolGEI/Enseignements/SFO/MIC-3/Documents/gitSFOMIC3/APPSFOPROF/etape3/index.html?part=ID_PubliTool_N10100	D:/MyWebSites/TP_lilas/srv-gei.insa-toulouse.fr/PubliToolGEI/Enseignements/SFO/MIC-3/Documents/gitSFOMIC3/APPSFOPROF/etape3/index829c.html	(from http://srv-gei.insa-toulouse.fr/PubliToolGEI/Enseignements/SFO/MIC-3/Documents/gitSFOMIC3/APPSFOPROF/etape3/index.html)
16:00:42	5635/5635	---MCZ	200	added ('OK')	text/html	date:Thu,%2025%20Jan%202018%2009:10:57%20GMT	http://srv-gei.insa-toulouse.fr/PubliToolGEI/Enseignements/SFO/MIC-3/Documents/gitSFOMIC3/APPSFOPROF/etape3/index.html?part=ID_PubliTool_N10117	D:/MyWebSites/TP_lilas/srv-gei.insa-toulouse.fr/PubliToolGEI/Enseignements/SFO/MIC-3/Documents/gitSFOMIC3/APPSFOPROF/etape3/indexb267.html	(from http://srv-gei.insa-toulouse.fr/PubliToolGEI/Enseignements/SFO/MIC-3/Documents/gitSFOMIC3/APPSFOPROF/etape3/index.html)
16:00:42	5198/5198	---MCZ	200	added ('OK')	text/html	date:Fri,%2015%20Dec%202017%2009:14:39%20GMT	http://srv-gei.insa-toulouse.fr/PubliToolGEI/Enseignements/SFO/MIC-3/Documents/gitSFOMIC3/APPSFOPROF/etape3/index.html?part=ID_PubliTool_N10158	D:/MyWebSites/TP_lilas/srv-gei.insa-toulouse.fr/PubliToolGEI/Enseignements/SFO/MIC-3/Documents/gitSFOMIC3/APPSFOPROF/etape3/index4fd8.html	(from http://srv-gei.insa-toulouse.fr/PubliToolGEI/Enseignements/SFO/MIC-3/Documents/gitSFOMIC3/APPSFOPROF/etape3/index.html)
16:00:42	8243/8243	---MCZ	200	added ('OK')	text/html	date:Fri,%2002%20Feb%202018%2011:44:05%20GMT	http://srv-gei.insa-toulouse.fr/PubliToolGEI/Enseignements/SFO/MIC-3/Documents/gitSFOMIC3/APPSFOPROF/etape3/index.html?part=ID_PubliTool_N10182	D:/MyWebSites/TP_lilas/srv-gei.insa-toulouse.fr/PubliToolGEI/Enseignements/SFO/MIC-3/Documents/gitSFOMIC3/APPSFOPROF/etape3/indexbf4a.html	(from http://srv-gei.insa-toulouse.fr/PubliToolGEI/Enseignements/SFO/MIC-3/Documents/gitSFOMIC3/APPSFOPROF/etape3/index.html)
16:00:43	6063/6063	---MCZ	200	added ('OK')	text/html	date:Fri,%2015%20Dec%202017%2009:14:57%20GMT	http://srv-gei.insa-toulouse.fr/PubliToolGEI/Enseignements/SFO/MIC-3/Documents/gitSFOMIC3/APPSFOPROF/etape3/index.html?part=ID_PubliTool_N101E7	D:/MyWebSites/TP_lilas/srv-gei.insa-toulouse.fr/PubliToolGEI/Enseignements/SFO/MIC-3/Documents/gitSFOMIC3/APPSFOPROF/etape3/index9a12.html	(from http://srv-gei.insa-toulouse.fr/PubliToolGEI/Enseignements/SFO/MIC-3/Documents/gitSFOMIC3/APPSFOPROF/etape3/index.html)
16:00:43	2920/2920	---MCZ	200	added ('OK')	text/html	date:Fri,%2002%20Feb%202018%2011:44:05%20GMT	http://srv-gei.insa-toulouse.fr/PubliToolGEI/Enseignements/SFO/MIC-3/Documents/gitSFOMIC3/APPSFOPROF/etape4/index.html?part=ID_PubliTool_N10026	D:/MyWebSites/TP_lilas/srv-gei.insa-toulouse.fr/PubliToolGEI/Enseignements/SFO/MIC-3/Documents/gitSFOMIC3/APPSFOPROF/etape4/indexf3f7.html	(from http://srv-gei.insa-toulouse.fr/PubliToolGEI/Enseignements/SFO/MIC-3/Documents/gitSFOMIC3/APPSFOPROF/etape4/index.html)
16:00:43	5402/5402	---MCZ	200	added ('OK')	text/html	date:Fri,%2015%20Dec%202017%2009:15:35%20GMT	http://srv-gei.insa-toulouse.fr/PubliToolGEI/Enseignements/SFO/MIC-3/Documents/gitSFOMIC3/APPSFOPROF/etape4/index.html?part=ID_PubliTool_N1002A	D:/MyWebSites/TP_lilas/srv-gei.insa-toulouse.fr/PubliToolGEI/Enseignements/SFO/MIC-3/Documents/gitSFOMIC3/APPSFOPROF/etape4/index724d.html	(from http://srv-gei.insa-toulouse.fr/PubliToolGEI/Enseignements/SFO/MIC-3/Documents/gitSFOMIC3/APPSFOPROF/etape4/index.html)
16:00:43	4278/4278	---MCZ	200	added ('OK')	text/html	date:Fri,%2015%20Dec%202017%2009:15:41%20GMT	http://srv-gei.insa-toulouse.fr/PubliToolGEI/Enseignements/SFO/MIC-3/Documents/gitSFOMIC3/APPSFOPROF/etape4/index.html?part=ID_PubliTool_N100FD	D:/MyWebSites/TP_lilas/srv-gei.insa-toulouse.fr/PubliToolGEI/Enseignements/SFO/MIC-3/Documents/gitSFOMIC3/APPSFOPROF/etape4/indexa113.html	(from http://srv-gei.insa-toulouse.fr/PubliToolGEI/Enseignements/SFO/MIC-3/Documents/gitSFOMIC3/APPSFOPROF/etape4/index.html)
16:00:44	6988/6988	---MCZ	200	added ('OK')	text/html	date:Fri,%2015%20Dec%202017%2009:15:46%20GMT	http://srv-gei.insa-toulouse.fr/PubliToolGEI/Enseignements/SFO/MIC-3/Documents/gitSFOMIC3/APPSFOPROF/etape4/index.html?part=ID_PubliTool_N1012B	D:/MyWebSites/TP_lilas/srv-gei.insa-toulouse.fr/PubliToolGEI/Enseignements/SFO/MIC-3/Documents/gitSFOMIC3/APPSFOPROF/etape4/indexe40d.html	(from http://srv-gei.insa-toulouse.fr/PubliToolGEI/Enseignements/SFO/MIC-3/Documents/gitSFOMIC3/APPSFOPROF/etape4/index.html)
16:00:44	5392/5392	---MCZ	200	added ('OK')	text/html	date:Fri,%2015%20Dec%202017%2009:17:33%20GMT	http://srv-gei.insa-toulouse.fr/PubliToolGEI/Enseignements/SFO/MIC-3/Documents/gitSFOMIC3/APPSFOPROF/etape4/index.html?part=ID_PubliTool_N10154	D:/MyWebSites/TP_lilas/srv-gei.insa-toulouse.fr/PubliToolGEI/Enseignements/SFO/MIC-3/Documents/gitSFOMIC3/APPSFOPROF/etape4/indexe6c1.html	(from http://srv-gei.insa-toulouse.fr/PubliToolGEI/Enseignements/SFO/MIC-3/Documents/gitSFOMIC3/APPSFOPROF/etape4/index.html)
16:00:44	3130/3130	---MCZ	200	added ('OK')	text/html	date:Fri,%2015%20Dec%202017%2009:18:22%20GMT	http://srv-gei.insa-toulouse.fr/PubliToolGEI/Enseignements/SFO/MIC-3/Documents/gitSFOMIC3/APPSFOPROF/etape4/index.html?part=ID_PubliTool_N1018B	D:/MyWebSites/TP_lilas/srv-gei.insa-toulouse.fr/PubliToolGEI/Enseignements/SFO/MIC-3/Documents/gitSFOMIC3/APPSFOPROF/etape4/indexaa2e.html	(from http://srv-gei.insa-toulouse.fr/PubliToolGEI/Enseignements/SFO/MIC-3/Documents/gitSFOMIC3/APPSFOPROF/etape4/index.html)
16:00:45	3760/3760	---MCZ	200	added ('OK')	text/html	date:Fri,%2015%20Dec%202017%2009:18:58%20GMT	http://srv-gei.insa-toulouse.fr/PubliToolGEI/Enseignements/SFO/MIC-3/Documents/gitSFOMIC3/APPSFOPROF/etape4/index.html?part=ID_PubliTool_N10192	D:/MyWebSites/TP_lilas/srv-gei.insa-toulouse.fr/PubliToolGEI/Enseignements/SFO/MIC-3/Documents/gitSFOMIC3/APPSFOPROF/etape4/indexe73b.html	(from http://srv-gei.insa-toulouse.fr/PubliToolGEI/Enseignements/SFO/MIC-3/Documents/gitSFOMIC3/APPSFOPROF/etape4/index.html)
16:00:45	4158/4158	---MCZ	200	added ('OK')	text/html	date:Fri,%2015%20Dec%202017%2009:19:33%20GMT	http://srv-gei.insa-toulouse.fr/PubliToolGEI/Enseignements/SFO/MIC-3/Documents/gitSFOMIC3/APPSFOPROF/etape4/index.html?part=ID_PubliTool_N101A2	D:/MyWebSites/TP_lilas/srv-gei.insa-toulouse.fr/PubliToolGEI/Enseignements/SFO/MIC-3/Documents/gitSFOMIC3/APPSFOPROF/etape4/index026c.html	(from http://srv-gei.insa-toulouse.fr/PubliToolGEI/Enseignements/SFO/MIC-3/Documents/gitSFOMIC3/APPSFOPROF/etape4/index.html)
16:00:45	3138/3138	---MCZ	200	added ('OK')	text/html	date:Sun,%2007%20Jan%202018%2014:27:39%20GMT	http://srv-gei.insa-toulouse.fr/PubliToolGEI/Enseignements/SFO/MIC-3/Documents/gitSFOMIC3/APPSFOPROF/aide/index.html?part=sauvegardeRegistres	D:/MyWebSites/TP_lilas/srv-gei.insa-toulouse.fr/PubliToolGEI/Enseignements/SFO/MIC-3/Documents/gitSFOMIC3/APPSFOPROF/aide/index8ba1.html	(from http://srv-gei.insa-toulouse.fr/PubliToolGEI/Enseignements/SFO/MIC-3/Documents/gitSFOMIC3/APPSFOPROF/aide/index.html)
16:00:46	216250/216250	---M--	200	added ('OK')	text/javascript	date:Mon,%2002%20Oct%202017%2007:51:59%20GMT	http://srv-gei.insa-toulouse.fr/PubliToolGEI/BASE/JS/Mozile08/mozile.js	D:/MyWebSites/TP_lilas/srv-gei.insa-toulouse.fr/PubliToolGEI/BASE/JS/Mozile08/mozile.js	(from http://srv-gei.insa-toulouse.fr/PubliToolGEI/Enseignements/SFO/MIC-3/Documents/gitSFOMIC3/APPSFOPROF/etape0/index.html)
